lower,upper,fortotals
01PLANT.Quercus robur,06MINERPARA.Chrysocharis laomedon,9.35E+04
01PLANT.Quercus robur,06MINERPARA.Cirrospilus diallus,9.47E+05
01PLANT.Quercus robur,06MINERPARA.Cirrospilus lyncus,1.29E+05
01PLANT.Quercus robur,06MINERPARA.Dacnusa areolaris,6.58E+03
01PLANT.Quercus robur,06MINERPARA.Dacnusa maculipes/confinis,6.58E+03
01PLANT.Quercus robur,06MINERPARA.Diglyphus isaea,1.97E+04
01PLANT.Quercus robur,06MINERPARA.Eulophinae sp,2.20E+05
01PLANT.Quercus robur,06MINERPARA.Microgastrinae sp,3.14E+05
01PLANT.Quercus robur,06MINERPARA.Opius sensu stricto,1.32E+04
01PLANT.Quercus robur,06MINERPARA.Pediobius saulius,4.83E+04
01PLANT.Quercus robur,06MINERPARA.Pnigalio agraules,4.83E+04
01PLANT.Quercus robur,06MINERPARA.Sympiesis gordius,2.72E+05
01PLANT.Quercus robur,06MINERPARA.Sympiesis sericeicornis,4.27E+05
01PLANT.Quercus robur,06MINERPARA.Trioxys A,1.07E+05
01PLANT.Ranunculus repens,06MINERPARA.Alysiinae sp,3.87E+03
01PLANT.Ranunculus repens,06MINERPARA.Anagrus sp A,3.29E+03
01PLANT.Ranunculus repens,06MINERPARA.Aphanogmus microneurus,6.58E+03
01PLANT.Ranunculus repens,06MINERPARA.Apodesmia A,3.22E+04
01PLANT.Ranunculus repens,06MINERPARA.Apodesmia curvata,9.97E+03
01PLANT.Ranunculus repens,06MINERPARA.Apodesmia similis,3.21E+04
01PLANT.Ranunculus repens,06MINERPARA.Ascogaster varipes,9.68E+01
01PLANT.Ranunculus repens,06MINERPARA.Chorebus fallaciosae,2.05E+05
01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis orbicularis,1.54E+04
01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis pentheus,2.33E+04
01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis pubicornis,4.69E+03
01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis viridis,9.26E+03
01PLANT.Ranunculus repens,06MINERPARA.Cyrtogaster vulgaris,1.54E+03
01PLANT.Ranunculus repens,06MINERPARA.Dacnusa areolaris,1.54E+03
01PLANT.Ranunculus repens,06MINERPARA.Dacnusa laevipectus,2.19E+02
01PLANT.Ranunculus repens,06MINERPARA.Dacnusa macrospila,8.39E+04
01PLANT.Ranunculus repens,06MINERPARA.Dacnusa maculipes/confinis,8.55E+04
01PLANT.Ranunculus repens,06MINERPARA.Dapsilarthra rufiventris,3.87E+03
01PLANT.Ranunculus repens,06MINERPARA.Diglyphus isaea,4.14E+05
01PLANT.Ranunculus repens,06MINERPARA.Epiclerus temenus,1.54E+03
01PLANT.Ranunculus repens,06MINERPARA.Eulophinae sp,3.33E+04
01PLANT.Ranunculus repens,06MINERPARA.Exotela gilvipes,6.16E+03
01PLANT.Ranunculus repens,06MINERPARA.Hemiptarsenus dropion,9.11E+03
01PLANT.Ranunculus repens,06MINERPARA.Hemiptarsenus unguicellus,1.54E+03
01PLANT.Ranunculus repens,06MINERPARA.Opius sp,1.74E+04
01PLANT.Ranunculus repens,06MINERPARA.Phaedrotoma exigua,3.16E+04
01PLANT.Ranunculus repens,06MINERPARA.Pnigalio soemius,2.06E+04
01PLANT.Ranunculus repens,06MINERPARA.Seladerma diffine,5.90E+04
01PLANT.Ranunculus repens,06MINERPARA.Seladerma tarsale,2.61E+03
01PLANT.Rubus fruticosus,06MINERPARA.Adelius sp,7.71E+02
01PLANT.Rubus fruticosus,06MINERPARA.Chrysocharis pentheus,2.19E+02
01PLANT.Rubus fruticosus,06MINERPARA.Chrysocharis prodice,1.88E+03
01PLANT.Rubus fruticosus,06MINERPARA.Colastes braconius,8.29E+02
01PLANT.Rubus fruticosus,06MINERPARA.Pnigalio soemius,8.29E+02
01PLANT.Rumex sp.,06MINERPARA.Adelurola florimela,7.29E+02
01PLANT.Rumex sp.,06MINERPARA.Apodesmia rufipes,9.68E+01
01PLANT.Rumex sp.,06MINERPARA.Bracon sp,2.19E+02
01PLANT.Sinapis arvensis,06MINERPARA.Chrysocharis chilo,4.00E+03
01PLANT.Sinapis arvensis,06MINERPARA.Dacnusa temula,1.60E+04
01PLANT.Sinapis arvensis,06MINERPARA.Diglyphus isaea,4.00E+03
01PLANT.Sinapis arvensis,06MINERPARA.Pnigalio soemius,8.00E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chelonus scabrosus,9.68E+01
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chorebus leptogaster,1.87E+04
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chrysocharis pentheus,3.29E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chrysocharis pubicornis,3.29E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Dacnusa areolaris,6.39E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Dacnusa maculipes/confinis,6.39E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Diglyphus isaea,3.42E+04
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Hemiptarsenus dropion,4.00E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Ionympha carne,4.00E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Phaedrotoma exigua,6.58E+03
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Seladerma diffine,1.54E+04
01PLANT.Sonchus asper/oleraceus,06MINERPARA.Seladerma tarsale,1.54E+04
01PLANT.Trifolium pratense/repens,06MINERPARA.Chrysocharis orbicularis,3.29E+03
01PLANT.Trifolium pratense/repens,06MINERPARA.Chrysocharis polyzo,2.06E+03
01PLANT.Trifolium pratense/repens,06MINERPARA.Chrysocharis viridis,1.11E+03
01PLANT.Trifolium pratense/repens,06MINERPARA.Colastes braconius,3.29E+03
01PLANT.Trifolium pratense/repens,06MINERPARA.Diglyphus isaea,5.54E+04
01PLANT.Trifolium pratense/repens,06MINERPARA.Eulophinae sp,2.46E+04
01PLANT.Trifolium pratense/repens,06MINERPARA.Hemiptarsenus unguicellus,1.03E+04
01PLANT.Trifolium pratense/repens,06MINERPARA.Opius sensu stricto lugens,8.22E+03
01PLANT.Trifolium pratense/repens,06MINERPARA.Pnigalio soemius,8.22E+03
01PLANT.Triticum aestivum,06MINERPARA.Chorebus B,1.54E+04
01PLANT.Ulmus sp.,06MINERPARA.Anagrus sp A,4.17E+03
01PLANT.Ulmus sp.,06MINERPARA.Bracon sp,2.19E+02
01PLANT.Urtica dioica,06MINERPARA.Anagrus sp A,6.63E+03
01PLANT.Urtica dioica,06MINERPARA.Chorebus lateralis,8.29E+02
01PLANT.Urtica dioica,06MINERPARA.Diglyphus isaea,8.29E+02
01PLANT.Urtica dioica,06MINERPARA.Miscogaster hortensis,8.29E+02
01PLANT.Urtica dioica,06MINERPARA.Pnigalio soemius,9.68E+01
01PLANT.Veronica arvensis,06MINERPARA.Chorebus amasis,1.32E+04
01PLANT.Veronica persica,06MINERPARA.Chorebus amasis,7.29E+03
01PLANT.Veronica persica,06MINERPARA.Chrysocharis orbicularis,3.29E+03
01PLANT.Veronica persica,06MINERPARA.Phaedrotoma exigua,4.00E+03
01PLANT.Vicia sativa,06MINERPARA.Chrysocharis pubicornis,5.52E+02
01PLANT.Vicia sativa,06MINERPARA.Diglyphus isaea,2.76E+03
01PLANT.Cirsium arvense,07SEEDINVERT.Terellia ruficauda,4.31E+04
01PLANT.Cirsium arvense,07SEEDINVERT.Urophora stylata,5.52E+02
01PLANT.Cirsium vulgare,07SEEDINVERT.Curtonotus aulicus,5.52E+02
01PLANT.Cirsium vulgare,07SEEDINVERT.Olibrus aeneus,5.52E+02
01PLANT.Cirsium vulgare,07SEEDINVERT.Rhinocyllus conicus,5.52E+02
01PLANT.Cirsium vulgare,07SEEDINVERT.Terellia longicauda,2.92E+02
01PLANT.Cirsium vulgare,07SEEDINVERT.Terellia serratulae,1.11E+04
01PLANT.Cirsium vulgare,07SEEDINVERT.Urophora stylata,7.27E+04
01PLANT.Crataegus monogyna,07SEEDINVERT.Blastodacna hellerella,1.32E+03
01PLANT.Trifolium dubium,07SEEDINVERT.Protapion nigritarse,8.22E+03
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Bruchidius varius,1.11E+03
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Bruchophagus gibbus,6.57E+04
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Protapion apricans,9.22E+04
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Protapion assimile,1.32E+05
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Protapion fulvipes,7.48E+05
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Protapion trifolii,4.66E+05
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Protapion varipes,5.52E+02
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Sitona lineatus,5.52E+02
01PLANT.Trifolium pratense/repens,07SEEDINVERT.Sitona sulcifrons,5.52E+02
01PLANT.Vicia sativa,07SEEDINVERT.Oxystoma pomonae,6.08E+03
01PLANT.Acer campestre,08BIRD.Corvus frugilegus,7.23E-01
01PLANT.Allium ursinum,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Allium ursinum,08BIRD.Alectoris rufa,2.04E-01
01PLANT.Allium ursinum,08BIRD.Carduelis chloris,2.80E-02
01PLANT.Allium ursinum,08BIRD.Columba palumbus,8.78E-02
01PLANT.Allium ursinum,08BIRD.Corvus frugilegus,3.64E-01
01PLANT.Allium ursinum,08BIRD.Emberiza citrinella,2.11E-02
01PLANT.Allium ursinum,08BIRD.Passer domesticus,7.00E-03
01PLANT.Anthriscus sylvestris,08BIRD.Alectoris rufa,5.96E-03
01PLANT.Anthriscus sylvestris,08BIRD.Carduelis cannabina,9.44E-04
01PLANT.Anthriscus sylvestris,08BIRD.Carduelis carduelis,2.19E-02
01PLANT.Anthriscus sylvestris,08BIRD.Carduelis chloris,2.36E-03
01PLANT.Anthriscus sylvestris,08BIRD.Columba palumbus,8.17E-03
01PLANT.Anthriscus sylvestris,08BIRD.Corvus frugilegus,1.68E-02
01PLANT.Anthriscus sylvestris,08BIRD.Emberiza citrinella,2.68E-03
01PLANT.Anthriscus sylvestris,08BIRD.Passer domesticus,1.31E-04
01PLANT.Arctium minus,08BIRD.Alectoris rufa,1.26E-04
01PLANT.Arctium minus,08BIRD.Carduelis cannabina,1.85E-05
01PLANT.Arctium minus,08BIRD.Carduelis carduelis,3.96E-03
01PLANT.Arctium minus,08BIRD.Carduelis chloris,3.34E-04
01PLANT.Arctium minus,08BIRD.Fringilla coelebs,1.33E-05
01PLANT.Capsella bursa-pastoris,08BIRD.Carduelis cannabina,2.66E-01
01PLANT.Capsella bursa-pastoris,08BIRD.Carduelis chloris,3.26E-01
01PLANT.Capsella bursa-pastoris,08BIRD.Columba palumbus,7.61E-01
01PLANT.Capsella bursa-pastoris,08BIRD.Fringilla coelebs,3.35E-01
01PLANT.Capsella bursa-pastoris,08BIRD.Passer domesticus,1.49E+00
01PLANT.Capsella bursa-pastoris,08BIRD.Streptopelia decaocto,4.90E-01
01PLANT.Cardamine flexuosa,08BIRD.Alectoris rufa,6.11E-02
01PLANT.Cardamine flexuosa,08BIRD.Carduelis cannabina,6.11E-04
01PLANT.Cardamine flexuosa,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Cardamine flexuosa,08BIRD.Carduelis chloris,7.49E-04
01PLANT.Cardamine flexuosa,08BIRD.Columba palumbus,6.28E-04
01PLANT.Cardamine flexuosa,08BIRD.Corvus frugilegus,7.34E-05
01PLANT.Cardamine flexuosa,08BIRD.Emberiza citrinella,6.52E-02
01PLANT.Cardamine flexuosa,08BIRD.Fringilla coelebs,4.02E-04
01PLANT.Cardamine pratensis,08BIRD.Fringilla coelebs,1.02E+00
01PLANT.Cerastium fontanum,08BIRD.Alectoris rufa,9.57E-01
01PLANT.Cerastium fontanum,08BIRD.Carduelis cannabina,1.95E-02
01PLANT.Cerastium fontanum,08BIRD.Carduelis carduelis,4.52E-01
01PLANT.Cerastium fontanum,08BIRD.Carduelis chloris,3.94E-02
01PLANT.Cerastium fontanum,08BIRD.Columba palumbus,1.40E-01
01PLANT.Cerastium fontanum,08BIRD.Emberiza citrinella,1.16E+00
01PLANT.Cerastium fontanum,08BIRD.Fringilla coelebs,9.48E-01
01PLANT.Cerastium fontanum,08BIRD.Passer domesticus,2.81E-03
01PLANT.Chaerophyllum temulum,08BIRD.Alectoris rufa,2.14E-01
01PLANT.Chaerophyllum temulum,08BIRD.Carduelis cannabina,6.91E-03
01PLANT.Chaerophyllum temulum,08BIRD.Carduelis carduelis,1.60E-01
01PLANT.Chaerophyllum temulum,08BIRD.Carduelis chloris,4.07E-02
01PLANT.Chaerophyllum temulum,08BIRD.Columba palumbus,1.33E-01
01PLANT.Chaerophyllum temulum,08BIRD.Corvus frugilegus,4.28E-01
01PLANT.Chaerophyllum temulum,08BIRD.Emberiza citrinella,3.73E-02
01PLANT.Chaerophyllum temulum,08BIRD.Passer domesticus,6.83E-03
01PLANT.Chenopodium sp.,08BIRD.Alauda arvensis,1.56E+00
01PLANT.Chenopodium sp.,08BIRD.Alectoris rufa,6.11E+00
01PLANT.Chenopodium sp.,08BIRD.Carduelis cannabina,1.20E+00
01PLANT.Chenopodium sp.,08BIRD.Carduelis carduelis,7.58E+01
01PLANT.Chenopodium sp.,08BIRD.Carduelis chloris,2.62E-01
01PLANT.Chenopodium sp.,08BIRD.Columba palumbus,2.77E-01
01PLANT.Chenopodium sp.,08BIRD.Corvus frugilegus,7.05E-01
01PLANT.Chenopodium sp.,08BIRD.Corvus monedula,1.59E-01
01PLANT.Chenopodium sp.,08BIRD.Emberiza citrinella,8.63E-02
01PLANT.Chenopodium sp.,08BIRD.Fringilla coelebs,5.67E+00
01PLANT.Chenopodium sp.,08BIRD.Passer domesticus,1.89E+01
01PLANT.Chenopodium sp.,08BIRD.Streptopelia decaocto,1.00E-02
01PLANT.Cirsium arvense,08BIRD.Alectoris rufa,1.24E-01
01PLANT.Cirsium arvense,08BIRD.Carduelis cannabina,3.01E-04
01PLANT.Cirsium arvense,08BIRD.Carduelis carduelis,9.33E-01
01PLANT.Cirsium arvense,08BIRD.Carduelis chloris,5.16E-02
01PLANT.Cirsium arvense,08BIRD.Corvus monedula,1.19E-01
01PLANT.Cirsium arvense,08BIRD.Fringilla coelebs,1.85E-02
01PLANT.Cirsium arvense,08BIRD.Passer domesticus,5.48E-01
01PLANT.Cirsium vulgare,08BIRD.Alectoris rufa,3.85E-01
01PLANT.Cirsium vulgare,08BIRD.Carduelis cannabina,1.35E-03
01PLANT.Cirsium vulgare,08BIRD.Carduelis carduelis,2.90E-01
01PLANT.Cirsium vulgare,08BIRD.Carduelis chloris,1.86E-01
01PLANT.Cirsium vulgare,08BIRD.Corvus frugilegus,6.15E-01
01PLANT.Cirsium vulgare,08BIRD.Corvus monedula,9.99E-02
01PLANT.Cirsium vulgare,08BIRD.Fringilla coelebs,1.29E-02
01PLANT.Cirsium vulgare,08BIRD.Passer domesticus,3.23E-03
01PLANT.Clematis vitalba,08BIRD.Alectoris rufa,2.65E-01
01PLANT.Clematis vitalba,08BIRD.Carduelis cannabina,1.26E-03
01PLANT.Clematis vitalba,08BIRD.Carduelis carduelis,2.91E-02
01PLANT.Clematis vitalba,08BIRD.Carduelis chloris,8.48E-03
01PLANT.Clematis vitalba,08BIRD.Columba palumbus,2.77E-02
01PLANT.Clematis vitalba,08BIRD.Corvus frugilegus,1.83E-01
01PLANT.Clematis vitalba,08BIRD.Emberiza citrinella,8.63E-02
01PLANT.Clematis vitalba,08BIRD.Passer domesticus,1.81E-03
01PLANT.Crataegus monogyna,08BIRD.Alectoris rufa,1.28E+00
01PLANT.Crataegus monogyna,08BIRD.Carduelis cannabina,8.47E-02
01PLANT.Crataegus monogyna,08BIRD.Carduelis carduelis,1.09E+01
01PLANT.Crataegus monogyna,08BIRD.Carduelis chloris,4.26E-01
01PLANT.Crataegus monogyna,08BIRD.Corvus frugilegus,4.31E-01
01PLANT.Crataegus monogyna,08BIRD.Fringilla coelebs,1.16E-01
01PLANT.Epilobium sp.,08BIRD.Alectoris rufa,2.65E-01
01PLANT.Epilobium sp.,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Epilobium sp.,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Epilobium sp.,08BIRD.Carduelis chloris,8.03E-02
01PLANT.Epilobium sp.,08BIRD.Columba palumbus,2.74E-01
01PLANT.Epilobium sp.,08BIRD.Corvus frugilegus,6.48E-01
01PLANT.Epilobium sp.,08BIRD.Emberiza citrinella,8.63E-02
01PLANT.Epilobium sp.,08BIRD.Fringilla coelebs,1.04E-01
01PLANT.Epilobium sp.,08BIRD.Passer domesticus,7.00E-03
01PLANT.Euphorbia helioscopia,08BIRD.Corvus monedula,8.06E-02
01PLANT.Euphorbia helioscopia,08BIRD.Fringilla coelebs,5.21E-02
01PLANT.Fallopia convolvulus,08BIRD.Alauda arvensis,8.45E-03
01PLANT.Fallopia convolvulus,08BIRD.Alectoris rufa,7.98E-03
01PLANT.Fallopia convolvulus,08BIRD.Carduelis cannabina,1.11E-04
01PLANT.Fallopia convolvulus,08BIRD.Carduelis carduelis,3.96E-04
01PLANT.Fallopia convolvulus,08BIRD.Carduelis chloris,2.35E-03
01PLANT.Fallopia convolvulus,08BIRD.Columba palumbus,4.46E-04
01PLANT.Fallopia convolvulus,08BIRD.Corvus frugilegus,7.95E-03
01PLANT.Fallopia convolvulus,08BIRD.Corvus monedula,1.01E-02
01PLANT.Fallopia convolvulus,08BIRD.Emberiza citrinella,5.48E-04
01PLANT.Fallopia convolvulus,08BIRD.Fringilla coelebs,1.67E-03
01PLANT.Fallopia convolvulus,08BIRD.Passer domesticus,4.35E-04
01PLANT.Galium aparine,08BIRD.Carduelis chloris,8.03E-02
01PLANT.Galium aparine,08BIRD.Corvus monedula,1.86E-01
01PLANT.Galium aparine,08BIRD.Fringilla coelebs,1.14E-01
01PLANT.Galium aparine,08BIRD.Passer domesticus,7.00E-03
01PLANT.Geranium dissectum,08BIRD.Carduelis chloris,3.64E-02
01PLANT.Geranium dissectum,08BIRD.Fringilla coelebs,3.60E-02
01PLANT.Geranium robertianum,08BIRD.Carduelis chloris,1.58E-02
01PLANT.Geranium robertianum,08BIRD.Fringilla coelebs,1.57E-02
01PLANT.Geum urbanum,08BIRD.Alectoris rufa,3.60E-03
01PLANT.Geum urbanum,08BIRD.Carduelis chloris,5.22E-04
01PLANT.Geum urbanum,08BIRD.Columba palumbus,9.60E-04
01PLANT.Geum urbanum,08BIRD.Corvus frugilegus,1.16E-03
01PLANT.Geum urbanum,08BIRD.Emberiza citrinella,2.31E-04
01PLANT.Geum urbanum,08BIRD.Fringilla coelebs,3.14E-04
01PLANT.Geum urbanum,08BIRD.Passer domesticus,7.00E-03
01PLANT.Glechoma hederacea,08BIRD.Alectoris rufa,9.21E-03
01PLANT.Glechoma hederacea,08BIRD.Carduelis cannabina,7.31E-04
01PLANT.Glechoma hederacea,08BIRD.Carduelis carduelis,1.69E-02
01PLANT.Glechoma hederacea,08BIRD.Carduelis chloris,1.41E-03
01PLANT.Glechoma hederacea,08BIRD.Columba palumbus,5.46E-03
01PLANT.Glechoma hederacea,08BIRD.Corvus frugilegus,8.30E-03
01PLANT.Glechoma hederacea,08BIRD.Emberiza citrinella,1.91E-03
01PLANT.Glechoma hederacea,08BIRD.Fringilla coelebs,2.92E-03
01PLANT.Heracleum sphondylium,08BIRD.Alectoris rufa,4.45E-02
01PLANT.Heracleum sphondylium,08BIRD.Carduelis cannabina,1.92E-02
01PLANT.Heracleum sphondylium,08BIRD.Carduelis carduelis,4.44E-01
01PLANT.Heracleum sphondylium,08BIRD.Carduelis chloris,3.72E-02
01PLANT.Heracleum sphondylium,08BIRD.Columba palumbus,1.33E-01
01PLANT.Heracleum sphondylium,08BIRD.Corvus frugilegus,2.03E-01
01PLANT.Heracleum sphondylium,08BIRD.Emberiza citrinella,4.63E-02
01PLANT.Heracleum sphondylium,08BIRD.Passer domesticus,3.95E-05
01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Alectoris rufa,4.80E-03
01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Carduelis cannabina,3.02E-05
01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Carduelis carduelis,6.48E-03
01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Carduelis chloris,2.52E-03
01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Fringilla coelebs,1.67E-04
01PLANT.Hypochaeris/ Crepis sp.,08BIRD.Passer domesticus,3.95E-05
01PLANT.Lamium purpureum,08BIRD.Alectoris rufa,4.86E-01
01PLANT.Lamium purpureum,08BIRD.Carduelis cannabina,2.43E-02
01PLANT.Lamium purpureum,08BIRD.Carduelis carduelis,6.55E-01
01PLANT.Lamium purpureum,08BIRD.Carduelis chloris,4.69E-02
01PLANT.Lamium purpureum,08BIRD.Columba palumbus,1.84E-01
01PLANT.Lamium purpureum,08BIRD.Corvus frugilegus,2.75E-01
01PLANT.Lamium purpureum,08BIRD.Emberiza citrinella,6.33E-02
01PLANT.Lamium purpureum,08BIRD.Fringilla coelebs,1.07E-01
01PLANT.Lamium purpureum,08BIRD.Passer domesticus,1.50E-01
01PLANT.Lamium purpureum,08BIRD.Streptopelia decaocto,2.50E-03
01PLANT.Lapsana communis,08BIRD.Alectoris rufa,6.21E-04
01PLANT.Lapsana communis,08BIRD.Carduelis cannabina,4.08E-07
01PLANT.Lapsana communis,08BIRD.Carduelis carduelis,8.75E-05
01PLANT.Lapsana communis,08BIRD.Carduelis chloris,2.72E-04
01PLANT.Lapsana communis,08BIRD.Fringilla coelebs,6.57E-04
01PLANT.Lapsana communis,08BIRD.Passer domesticus,5.31E-06
01PLANT.Leontodon autumnalis,08BIRD.Alectoris rufa,6.35E-07
01PLANT.Leontodon autumnalis,08BIRD.Carduelis cannabina,9.34E-08
01PLANT.Leontodon autumnalis,08BIRD.Carduelis carduelis,2.00E-05
01PLANT.Leontodon autumnalis,08BIRD.Carduelis chloris,1.69E-06
01PLANT.Leontodon autumnalis,08BIRD.Fringilla coelebs,6.72E-08
01PLANT.Matricaria discoidea,08BIRD.Alectoris rufa,2.72E-02
01PLANT.Matricaria discoidea,08BIRD.Carduelis carduelis,3.06E-01
01PLANT.Matricaria discoidea,08BIRD.Fringilla coelebs,5.04E-04
01PLANT.Matricaria discoidea,08BIRD.Passer domesticus,7.48E-02
01PLANT.Matricaria recutita,08BIRD.Alectoris rufa,2.67E+00
01PLANT.Matricaria recutita,08BIRD.Carduelis cannabina,6.70E-02
01PLANT.Matricaria recutita,08BIRD.Carduelis carduelis,1.79E+01
01PLANT.Matricaria recutita,08BIRD.Carduelis chloris,2.05E+00
01PLANT.Matricaria recutita,08BIRD.Fringilla coelebs,1.15E-01
01PLANT.Matricaria recutita,08BIRD.Passer domesticus,1.18E+00
01PLANT.Mercurialis perennis,08BIRD.Alectoris rufa,6.11E-02
01PLANT.Mercurialis perennis,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Mercurialis perennis,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Mercurialis perennis,08BIRD.Carduelis chloris,5.22E-02
01PLANT.Mercurialis perennis,08BIRD.Columba palumbus,1.87E-01
01PLANT.Mercurialis perennis,08BIRD.Corvus frugilegus,2.84E-01
01PLANT.Mercurialis perennis,08BIRD.Emberiza citrinella,6.52E-02
01PLANT.Myosotis arvensis,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Myosotis arvensis,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Myosotis arvensis,08BIRD.Emberiza citrinella,8.63E-02
01PLANT.Myosotis arvensis,08BIRD.Fringilla coelebs,1.04E-01
01PLANT.Papaver sp.,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Papaver sp.,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Papaver sp.,08BIRD.Carduelis carduelis,6.26E-01
01PLANT.Papaver sp.,08BIRD.Corvus monedula,1.26E-01
01PLANT.Persicaria sp.,08BIRD.Alauda arvensis,2.21E+00
01PLANT.Persicaria sp.,08BIRD.Alectoris rufa,2.96E+00
01PLANT.Persicaria sp.,08BIRD.Carduelis cannabina,8.23E-01
01PLANT.Persicaria sp.,08BIRD.Carduelis carduelis,3.20E+00
01PLANT.Persicaria sp.,08BIRD.Carduelis chloris,1.81E+00
01PLANT.Persicaria sp.,08BIRD.Columba palumbus,2.47E-01
01PLANT.Persicaria sp.,08BIRD.Corvus frugilegus,3.85E+00
01PLANT.Persicaria sp.,08BIRD.Corvus monedula,4.53E+00
01PLANT.Persicaria sp.,08BIRD.Emberiza citrinella,5.86E-01
01PLANT.Persicaria sp.,08BIRD.Fringilla coelebs,9.34E-01
01PLANT.Persicaria sp.,08BIRD.Passer domesticus,3.30E+00
01PLANT.Persicaria sp.,08BIRD.Streptopelia decaocto,1.25E-03
01PLANT.Picris echioides,08BIRD.Alectoris rufa,6.61E-03
01PLANT.Picris echioides,08BIRD.Carduelis cannabina,4.29E-06
01PLANT.Picris echioides,08BIRD.Carduelis carduelis,9.19E-04
01PLANT.Picris echioides,08BIRD.Carduelis chloris,2.91E-03
01PLANT.Picris echioides,08BIRD.Corvus frugilegus,7.03E-03
01PLANT.Picris echioides,08BIRD.Fringilla coelebs,2.11E-04
01PLANT.Picris echioides,08BIRD.Passer domesticus,5.65E-05
01PLANT.Poaceae,08BIRD.Alauda arvensis,3.12E-02
01PLANT.Poaceae,08BIRD.Alectoris rufa,1.11E+01
01PLANT.Poaceae,08BIRD.Carduelis cannabina,2.70E-02
01PLANT.Poaceae,08BIRD.Carduelis carduelis,7.43E-01
01PLANT.Poaceae,08BIRD.Carduelis chloris,8.03E-02
01PLANT.Poaceae,08BIRD.Columba palumbus,2.77E-01
01PLANT.Poaceae,08BIRD.Corvus frugilegus,8.00E-01
01PLANT.Poaceae,08BIRD.Corvus monedula,2.19E-01
01PLANT.Poaceae,08BIRD.Emberiza citrinella,5.47E+00
01PLANT.Poaceae,08BIRD.Fringilla coelebs,5.80E-01
01PLANT.Poaceae,08BIRD.Passer domesticus,1.62E+01
01PLANT.Poaceae,08BIRD.Streptopelia decaocto,1.00E-02
01PLANT.Polygonum sp.,08BIRD.Alauda arvensis,4.46E-02
01PLANT.Polygonum sp.,08BIRD.Alectoris rufa,5.43E-02
01PLANT.Polygonum sp.,08BIRD.Carduelis cannabina,3.84E-04
01PLANT.Polygonum sp.,08BIRD.Carduelis carduelis,1.94E-02
01PLANT.Polygonum sp.,08BIRD.Carduelis chloris,1.21E-02
01PLANT.Polygonum sp.,08BIRD.Columba palumbus,1.21E-03
01PLANT.Polygonum sp.,08BIRD.Corvus frugilegus,6.87E-01
01PLANT.Polygonum sp.,08BIRD.Corvus monedula,3.08E+00
01PLANT.Polygonum sp.,08BIRD.Emberiza citrinella,2.78E-03
01PLANT.Polygonum sp.,08BIRD.Fringilla coelebs,7.12E-02
01PLANT.Polygonum sp.,08BIRD.Passer domesticus,2.22E-01
01PLANT.Polygonum sp.,08BIRD.Streptopelia decaocto,6.47E-05
01PLANT.Potentilla reptans,08BIRD.Alectoris rufa,6.22E-03
01PLANT.Potentilla reptans,08BIRD.Carduelis chloris,9.02E-04
01PLANT.Potentilla reptans,08BIRD.Fringilla coelebs,3.54E-04
01PLANT.Prunella vulgaris,08BIRD.Alectoris rufa,2.53E-02
01PLANT.Prunella vulgaris,08BIRD.Carduelis cannabina,2.01E-03
01PLANT.Prunella vulgaris,08BIRD.Carduelis carduelis,4.66E-02
