lower,upper,fortotals,habitat,round
01PLANT.Creeping Buttercup,06MINERPARA.Chrysocharis viridis,3290.030931,C,6
01PLANT.Creeping Buttercup,06MINERPARA.Chorebus fallaciosae,3290.030931,C,6
01PLANT.Creeping Buttercup,06MINERPARA.Hemiptarsenus dropion,3290.030931,C,6
01PLANT.zCROP Lucerne,06MINERPARA.Diglyphus isaea,6332.59044,LU,6
01PLANT.zCROP Lucerne,06MINERPARA.Diglyphus isaea,6332.59044,LU,6
01PLANT.Sow-thistle sp,06MINERPARA.Dacnusa areolaris,6391.388622,CSF,6
01PLANT.Sow-thistle sp,06MINERPARA.Dacnusa maculipes/confinis,6391.388622,CSF,6
01PLANT.Creeping Thistle,06MINERPARA.Diglyphus isaea,6391.388622,CSF,6
01PLANT.Creeping Thistle,06MINERPARA.Asaphes suspensus,6391.388622,CSF,6
01PLANT.Creeping Thistle,06MINERPARA.Dacnusa maculipes/confinis,552.2900264,RG,6
01PLANT.Teasel,06MINERPARA.Anagrus sp C,552.2900264,RG,6
01PLANT.Teasel,06MINERPARA.Chorebus tanis,552.2900264,RG,6
01PLANT.Bramble,06MINERPARA.Adelius sp,552.2900264,RG,6
01PLANT.Hogweed,06MINERPARA.Dacnusa laevipectus,552.2900264,RG,6
01PLANT.Hogweed,06MINERPARA.Chrysocharis viridis,552.2900264,RG,6
01PLANT.Hogweed,06MINERPARA.Dacnusa laevipectus,552.2900264,RG,6
01PLANT.Creeping Cinquefoil,06MINERPARA.Colastes sp aff braconius,552.2900264,RG,6
01PLANT.Hogweed,06MINERPARA.Synopeas rhanis,552.2900264,RG,6
01PLANT.Hogweed,06MINERPARA.Aphanogmus sp,552.2900264,RG,6
01PLANT.Common Vetch,06MINERPARA.Diglyphus isaea,552.2900264,RG,6
01PLANT.Common Vetch,06MINERPARA.Chrysocharis pubicornis,552.2900264,RG,6
01PLANT.Common Vetch,06MINERPARA.Diglyphus isaea,552.2900264,RG,6
01PLANT.Common Vetch,06MINERPARA.Diglyphus isaea,552.2900264,RG,6
01PLANT.Common Vetch,06MINERPARA.Diglyphus isaea,552.2900264,RG,6
01PLANT.Common Vetch,06MINERPARA.Diglyphus isaea,552.2900264,RG,6
01PLANT.Clover sp,06MINERPARA.Chrysocharis viridis,552.2900264,RG,6
01PLANT.Clover sp,06MINERPARA.Eulophinae sp,552.2900264,RG,6
01PLANT.Clover sp,06MINERPARA.Hemiptarsenus unguicellus,552.2900264,RG,6
01PLANT.Clover sp,06MINERPARA.Chrysocharis viridis,552.2900264,RG,6
01PLANT.Bramble,06MINERPARA.Colastes braconius,828.6212739,W,6
01PLANT.Bramble,06MINERPARA.Pnigalio soemius,828.6212739,W,6
01PLANT.Hawthorn,06MINERPARA.Sympiesis sericeicornis,828.6212739,W,6
01PLANT.Bramble,06MINERPARA.Chrysocharis prodice,828.6212739,W,6
01PLANT.Bramble,06MINERPARA.Chrysocharis prodice,828.6212739,W,6
01PLANT.Dock sp,06MINERPARA.Apodesmia rufipes,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Eulophinae sp,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Cirrospilus vittatus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Hawthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Hawthorn,06MINERPARA.Chrysocharis pentheus,96.76411626,NH,7
01PLANT.Hawthorn,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Stinging Nettle,06MINERPARA.Pnigalio soemius,96.76411626,NH,7
01PLANT.Creeping Thistle,06MINERPARA.Hemiptarsenus dropion,96.76411626,NH,7
01PLANT.Sow-thistle sp,06MINERPARA.Chelonus scabrosus,96.76411626,NH,7
01PLANT.Blackthorn,06MINERPARA.Apanteles circumscriptus,291.7598546,MH,7
01PLANT.Blackthorn,06MINERPARA.Apanteles circumscriptus,291.7598546,MH,7
01PLANT.Blackthorn,06MINERPARA.Diadegma crataegi,291.7598546,MH,7
01PLANT.Blackthorn,06MINERPARA.Diadegma crataegi,291.7598546,MH,7
01PLANT.Hogweed,06MINERPARA.Colastes braconius,291.7598546,MH,7
01PLANT.Creeping Buttercup,06MINERPARA.Chrysocharis pubicornis,291.7598546,MH,7
01PLANT.Blackthorn,06MINERPARA.Microgastrinae sp,291.7598546,MH,7
01PLANT.Hogweed,06MINERPARA.Exotela cyclogaster,291.7598546,MH,7
01PLANT.Dock sp,06MINERPARA.Adelurola florimela,291.7598546,MH,7
01PLANT.Creeping Buttercup,06MINERPARA.Chorebus fallaciosae,2056.554115,GM,7
01PLANT.Grass sp,06MINERPARA.Apodesmia similis,6169.662346,GM,7
01PLANT.Hogweed,06MINERPARA.Diglyphus isaea,2056.554115,GM,7
01PLANT.Grass sp,06MINERPARA.Dacnusa maculipes/confinis,6169.662346,GM,7
01PLANT.Creeping Buttercup,06MINERPARA.Chorebus fallaciosae,2056.554115,GM,7
01PLANT.Creeping Buttercup,06MINERPARA.Opius sp,2056.554115,GM,7
01PLANT.Creeping Thistle,06MINERPARA.Diglyphus isaea,17846.22104,LP,7
01PLANT.Creeping Thistle,06MINERPARA.Diglyphus isaea,17846.22104,LP,7
01PLANT.Creeping Thistle,06MINERPARA.Dacnusa tarsalis,17846.22104,LP,7
01PLANT.Clover sp,06MINERPARA.Diglyphus isaea,17846.22104,LP,7
01PLANT.Daisy,06MINERPARA.Desmiostoma parvulum,8217.544493,PP,7
01PLANT.Daisy,06MINERPARA.Desmiostoma parvulum,8217.544493,PP,7
01PLANT.Daisy,06MINERPARA.Desmiostoma parvulum,8217.544493,PP,7
01PLANT.Daisy,06MINERPARA.Desmiostoma parvulum,8217.544493,PP,7
01PLANT.Daisy,06MINERPARA.Desmiostoma parvulum,8217.544493,PP,7
01PLANT.Daisy,06MINERPARA.Desmiostoma parvulum,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Apodesmia A,8217.544493,PP,7
01PLANT.Clover sp,06MINERPARA.Opius s.s. lugens,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa maculipes/confinis,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,8217.544493,PP,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa maculipes/confinis,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Dacnusa macrospila,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Creeping Buttercup,06MINERPARA.Diglyphus isaea,3868.264531,C,7
01PLANT.Hogweed,06MINERPARA.Chrysocharis pentheus,552.2900264,RG,7
01PLANT.Hogweed,06MINERPARA.Diglyphus isaea,552.2900264,RG,7
01PLANT.Hogweed,06MINERPARA.Diglyphus isaea,552.2900264,RG,7
01PLANT.Creeping Cinquefoil,06MINERPARA.Colastes sp aff braconius,552.2900264,RG,7
01PLANT.Creeping Cinquefoil,06MINERPARA.Colastes sp aff braconius,552.2900264,RG,7
01PLANT.Hogweed,06MINERPARA.Diglyphus isaea,552.2900264,RG,7
01PLANT.Hogweed,06MINERPARA.Diglyphus isaea,552.2900264,RG,7
01PLANT.Creeping Cinquefoil,06MINERPARA.Bracon sp,552.2900264,RG,7
01PLANT.Creeping Cinquefoil,06MINERPARA.Bracon sp,552.2900264,RG,7
01PLANT.Creeping Thistle,06MINERPARA.Seladerma diffine,13384.66578,LP,4
01PLANT.Creeping Thistle,06MINERPARA.Chrysocharis pubicornis,72.57308719,NH,4
01PLANT.Stinging Nettle,06MINERPARA.Diglyphus isaea,828.6212739,W,5
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,10177.82767,ST,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Cirrospilus lyncus,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Sympiesis gordius,10728.47228,W,4
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Anagrus sp A,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Anagrus sp A,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Anagrus sp A,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Anagrus sp A,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pediobius saulius,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pediobius saulius,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pediobius saulius,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pediobius saulius,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pnigalio agraules,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pnigalio agraules,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pnigalio agraules,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Pnigalio agraules,12081.53471,ST,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,12647.14102,W,5
01PLANT.Oak,06MINERPARA.Chrysocharis laomedon,12647.14102,W,5
01PLANT.Elm sp,06MINERPARA.Anagrus sp A,4167.514518,W,5
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,31856.47785,W,6
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,31856.47785,W,6
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,31856.47785,W,6
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,31856.47785,W,6
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Trioxys A,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Trioxys A,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Trioxys A,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Trioxys A,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Eulophinae sp,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Sympiesis sericeicornis,26691.76274,ST,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Sympiesis gordius,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Sympiesis gordius,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Sympiesis gordius,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Sympiesis gordius,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Cirrospilus diallus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides latreillei,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Achrysocharoides butus,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,25152.9732,W,7
01PLANT.Oak,06MINERPARA.Microgastrinae sp,25152.9732,W,7
01PLANT.Field Maple,06MINERPARA.Microgastrinae sp,5647.367175,W,7
01PLANT.Field Maple,06MINERPARA.Achrysocharoides acerianus,5647.367175,W,7
01PLANT.Field Maple,06MINERPARA.Achrysocharoides acerianus,5647.367175,W,7
01PLANT.Clover sp,07SEEDINVERT.Protapion apricans,3868.264531,C,6
01PLANT.Creeping Thistle,07SEEDINVERT.Terellia ruficauda,2056.554115,GM,6
01PLANT.Clover sp,07SEEDINVERT.Protapion fulvipes,4113.10823,GM,6
01PLANT.Clover sp,07SEEDINVERT.Protapion fulvipes,67866.2858,GM,6
01PLANT.Clover sp,07SEEDINVERT.Protapion fulvipes,203598.8574,GM,6
01PLANT.Clover sp,07SEEDINVERT.Protapion fulvipes,102827.7058,GM,6
01PLANT.Clover sp,07SEEDINVERT.Protapion fulvipes,214154.6525,LP,6
01PLANT.Clover sp,07SEEDINVERT.Protapion apricans,25330.36176,LU,6
01PLANT.Clover sp,07SEEDINVERT.Protapion assimile,126651.8088,LU,6
01PLANT.Clover sp,07SEEDINVERT.Protapion trifolii,405285.7882,LU,6
01PLANT.Hawthorn,07SEEDINVERT.Blastodacna hellerella,218.8198909,MH,6
01PLANT.Spear Thistle,07SEEDINVERT.Terellia serratulae,387.056465,NH,6
